divisjon,klasse,rundeid,rundenavn,inne_ute,aspekt,avstand,skive,url
Barebow,Damer U18,5,1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer U18,5,1440-runde,Ute,Total,40/30/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Herrer U18,5,1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Jenter U16,5,1440-runde,Ute,Total,30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Gutter U16,5,1440-runde,Ute,Total,30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 Senior,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 50+,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 U21,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 U18,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Mix2 U16,5,1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Damer Senior,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Herrer Senior,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Damer 50,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Herrer 50,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Damer U21,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Herrer U21,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Damer U18,5,1440-runde,Ute,Total (lagskår),40/30/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Herrer U18,5,1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Jenter U16,5,1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Lag Gutter U16,5,1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=5&divisjon=Barebow
Barebow,Damer Senior,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer Senior,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer 50,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer 50,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer 50,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer 50,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer 50,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer 50,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U21,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U21,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U21,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U21,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U21,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U21,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U18,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U18,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U18,6,½ 1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U18,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer U18,6,½ 1440-runde,Ute,Total,40/30/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,½ 1440-runde,Ute,50 m,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,½ 1440-runde,Ute,40 m,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Herrer U18,6,½ 1440-runde,Ute,Total,50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Jenter U16,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Jenter U16,6,½ 1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Jenter U16,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Jenter U16,6,½ 1440-runde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Jenter U16,6,½ 1440-runde,Ute,Total,30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,½ 1440-runde,Ute,30 m,30 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,½ 1440-runde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,½ 1440-runde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,½ 1440-runde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Gutter U16,6,½ 1440-runde,Ute,Total,30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Mix2 Senior,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Mix2 50+,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Mix2 U21,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Mix2 U18,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Mix2 U16,6,½ 1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Damer Senior,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Herrer Senior,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Damer 50,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Herrer 50,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Damer U21,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Herrer U21,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Damer U18,6,½ 1440-runde,Ute,Total (lagskår),40/30/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Herrer U18,6,½ 1440-runde,Ute,Total (lagskår),50/40/30/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Jenter U16,6,½ 1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Lag Gutter U16,6,½ 1440-runde,Ute,Total (lagskår),30/25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=6&divisjon=Barebow
Barebow,Damer Senior,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer Senior,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer Senior,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer Senior,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer Senior,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer Senior,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer Senior,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer Senior,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer 50,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer 50,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer 50,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer 50,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer 50,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer 50,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer 50,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer 50,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U21,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U21,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U21,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U21,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U21,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U21,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U21,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U21,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U18,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U18,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U18,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer U18,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U18,21,Norsk kortrunde,Ute,35 m,35 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U18,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U18,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Herrer U18,21,Norsk kortrunde,Ute,Total,35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Jenter U16,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Jenter U16,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Jenter U16,21,Norsk kortrunde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Jenter U16,21,Norsk kortrunde,Ute,Total,25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Gutter U16,21,Norsk kortrunde,Ute,25 m,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Gutter U16,21,Norsk kortrunde,Ute,20 m,20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Gutter U16,21,Norsk kortrunde,Ute,15 m,15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Gutter U16,21,Norsk kortrunde,Ute,Total,25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Mix2 Senior,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Mix2 50+,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Mix2 U21,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Mix2 U18,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Mix2 U16,21,Norsk kortrunde,Ute,Total (lagskår),25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Damer Senior,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Herrer Senior,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Damer 50,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Herrer 50,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Damer U21,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Herrer U21,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Damer U18,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Herrer U18,21,Norsk kortrunde,Ute,Total (lagskår),35/25/20 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Jenter U16,21,Norsk kortrunde,Ute,Total (lagskår),25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Lag Gutter U16,21,Norsk kortrunde,Ute,Total (lagskår),25/20/15 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=21&divisjon=Barebow
Barebow,Damer Senior,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Herrer Senior,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Damer 50,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Herrer 50,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Damer U21,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Herrer U21,26,720-runde,Ute,Total,50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Damer U18,26,720-runde,Ute,Total,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Herrer U18,26,720-runde,Ute,Total,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Jenter U16,26,720-runde,Ute,Total,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Gutter U16,26,720-runde,Ute,Total,25 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Mix2 Senior,26,720-runde,Ute,Total (lagskår),50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Mix2 50+,26,720-runde,Ute,Total (lagskår),50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
Barebow,Mix2 U21,26,720-runde,Ute,Total (lagskår),50 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=26&divisjon=Barebow
