divisjon,klasse,rundeid,rundenavn,inne_ute,aspekt,avstand,skive,url
Recurve,Damer 50,28,2 × 720-runde,Ute,Total,60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Herrer 50,28,2 × 720-runde,Ute,Total,60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Damer U21,28,2 × 720-runde,Ute,Total,70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Herrer U21,28,2 × 720-runde,Ute,Total,70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Damer U18,28,2 × 720-runde,Ute,Total,60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Herrer U18,28,2 × 720-runde,Ute,Total,60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Jenter U16,28,2 × 720-runde,Ute,Total,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Gutter U16,28,2 × 720-runde,Ute,Total,40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Mix2 Senior,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Mix2 50+,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Mix2 U21,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Mix2 U18,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Mix2 U16,28,2 × 720-runde,Ute,Total (lagskår),40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Damer Senior,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Herrer Senior,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Damer 50,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Herrer 50,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Damer U21,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Herrer U21,28,2 × 720-runde,Ute,Total (lagskår),70 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Damer U18,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Herrer U18,28,2 × 720-runde,Ute,Total (lagskår),60 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Jenter U16,28,2 × 720-runde,Ute,Total (lagskår),40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Lag Gutter U16,28,2 × 720-runde,Ute,Total (lagskår),40 m,122 cm (1–10),https://rekord.bueskyting.no/rekord.php?rundeid=28&divisjon=Recurve
Recurve,Damer Senior,22,60 piler 18 m,Inne,Total,18 m,40 cm (trippel/1–10),https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Recurve
Recurve,Herrer Senior,22,60 piler 18 m,Inne,Total,18 m,40 cm (trippel/1–10),https://rekord.bueskyting.no/rekord.php?rundeid=22&divisjon=Recurve
